instant;dteday;season;year;month;hours;holiday;a_week;weather_situation;temp;atemp;humidity;wind_speed;casual;registered;count_cr;category_days;humidity_category
12686;17/06/2012;Summer;2012;Jun;18;0;Sunday;Clear;26.240.000.000.000.000;31.06;53.0;12.998.000.000.000.000;203;310;513;weekend;Ideal
12687;17/06/2012;Summer;2012;Jun;19;0;Sunday;Clear;26.240.000.000.000.000;31.06;53.0;110.014;146;244;390;weekend;Ideal
12688;17/06/2012;Summer;2012;Jun;20;0;Sunday;Clear;25.419.999.999.999.900;31.06;5.699.999.999.999.990;12.998.000.000.000.000;101;201;302;weekend;Ideal
12689;17/06/2012;Summer;2012;Jun;21;0;Sunday;Clear;25.419.999.999.999.900;31.06;5.699.999.999.999.990;12.998.000.000.000.000;76;170;246;weekend;Ideal
12690;17/06/2012;Summer;2012;Jun;22;0;Sunday;Clear;24.599.999.999.999.900;30.305;60.0;12.998.000.000.000.000;55;98;153;weekend;Ideal
12691;17/06/2012;Summer;2012;Jun;23;0;Sunday;Clear;23.779.999.999.999.900;27.275;64.0;12.998.000.000.000.000;29;79;108;weekend;Ideal
12692;18/06/2012;Summer;2012;Jun;0;0;Monday;Clear;22.96;26.515;73.0;16.997.899.999.999.900;12;28;40;weekdays;Lembab
12693;18/06/2012;Summer;2012;Jun;1;0;Monday;Clear;22.14;25.759.999.999.999.900;77.0;15.001.299.999.999.900;9;5;14;weekdays;Lembab
12694;18/06/2012;Summer;2012;Jun;2;0;Monday;Clear;22.14;25.759.999.999.999.900;77.0;15.001.299.999.999.900;3;6;9;weekdays;Lembab
12695;18/06/2012;Summer;2012;Jun;3;0;Monday;Misty;21.32;25.0;83.0;15.001.299.999.999.900;1;3;4;weekdays;Lembab
12696;18/06/2012;Summer;2012;Jun;4;0;Monday;Misty;22.14;25.759.999.999.999.900;77.0;12.998.000.000.000.000;0;9;9;weekdays;Lembab
12697;18/06/2012;Summer;2012;Jun;5;0;Monday;Light_Rainsnow;21.32;25.0;83.0;89.981;1;22;23;weekdays;Lembab
12698;18/06/2012;Summer;2012;Jun;6;0;Monday;Light_Rainsnow;21.32;25.0;88.0;89.981;0;37;37;weekdays;Lembab
12699;18/06/2012;Summer;2012;Jun;7;0;Monday;Light_Rainsnow;21.32;25.0;94.0;15.001.299.999.999.900;10;135;145;weekdays;Lembab
12700;18/06/2012;Summer;2012;Jun;8;0;Monday;Misty;22.14;25.759.999.999.999.900;83.0;12.998.000.000.000.000;27;447;474;weekdays;Lembab
12701;18/06/2012;Summer;2012;Jun;9;0;Monday;Misty;22.14;25.759.999.999.999.900;83.0;15.001.299.999.999.900;28;222;250;weekdays;Lembab
12702;18/06/2012;Summer;2012;Jun;10;0;Monday;Light_Rainsnow;22.14;25.759.999.999.999.900;88.0;70.015;13;78;91;weekdays;Lembab
12703;18/06/2012;Summer;2012;Jun;11;0;Monday;Misty;22.14;25.759.999.999.999.900;88.0;110.014;25;96;121;weekdays;Lembab
12704;18/06/2012;Summer;2012;Jun;12;0;Monday;Light_Rainsnow;22.96;26.515;78.0;89.981;29;139;168;weekdays;Lembab
12705;18/06/2012;Summer;2012;Jun;13;0;Monday;Misty;23.779.999.999.999.900;27.275;73.0;89.981;51;174;225;weekdays;Lembab
12706;18/06/2012;Summer;2012;Jun;14;0;Monday;Misty;23.779.999.999.999.900;27.275;68.0;12.998.000.000.000.000;59;160;219;weekdays;Lembab
12707;18/06/2012;Summer;2012;Jun;15;0;Monday;Misty;24.599.999.999.999.900;29.544.999.999.999.900;69.0;12.998.000.000.000.000;61;176;237;weekdays;Lembab
12708;18/06/2012;Summer;2012;Jun;16;0;Monday;Misty;24.599.999.999.999.900;29.544.999.999.999.900;73.0;12.998.000.000.000.000;53;279;332;weekdays;Lembab
12709;18/06/2012;Summer;2012;Jun;17;0;Monday;Misty;24.599.999.999.999.900;29.544.999.999.999.900;73.0;12.998.000.000.000.000;54;669;723;weekdays;Lembab
12710;18/06/2012;Summer;2012;Jun;18;0;Monday;Misty;25.419.999.999.999.900;30.305;69.0;110.014;47;595;642;weekdays;Lembab
12711;18/06/2012;Summer;2012;Jun;19;0;Monday;Misty;25.419.999.999.999.900;29.544.999.999.999.900;73.0;60.032;52;411;463;weekdays;Lembab
12712;18/06/2012;Summer;2012;Jun;20;0;Monday;Misty;25.419.999.999.999.900;29.544.999.999.999.900;73.0;89.981;45;317;362;weekdays;Lembab
12713;18/06/2012;Summer;2012;Jun;21;0;Monday;Misty;25.419.999.999.999.900;29.544.999.999.999.900;73.0;70.015;35;238;273;weekdays;Lembab
12714;18/06/2012;Summer;2012;Jun;22;0;Monday;Misty;25.419.999.999.999.900;29.544.999.999.999.900;73.0;110.014;21;143;164;weekdays;Lembab
12715;18/06/2012;Summer;2012;Jun;23;0;Monday;Light_Rainsnow;24.599.999.999.999.900;28.79;78.0;12.998.000.000.000.000;17;57;74;weekdays;Lembab
12716;19/06/2012;Summer;2012;Jun;0;0;Tuesday;Misty;24.599.999.999.999.900;28.79;78.0;110.014;5;30;35;weekdays;Lembab
12717;19/06/2012;Summer;2012;Jun;1;0;Tuesday;Misty;24.599.999.999.999.900;28.79;78.0;110.014;1;13;14;weekdays;Lembab
12718;19/06/2012;Summer;2012;Jun;2;0;Tuesday;Misty;24.599.999.999.999.900;28.79;78.0;89.981;1;14;15;weekdays;Lembab
12719;19/06/2012;Summer;2012;Jun;3;0;Tuesday;Misty;24.599.999.999.999.900;28.79;78.0;70.015;1;7;8;weekdays;Lembab
12720;19/06/2012;Summer;2012;Jun;4;0;Tuesday;Misty;24.599.999.999.999.900;28.79;78.0;89.981;1;9;10;weekdays;Lembab
12721;19/06/2012;Summer;2012;Jun;5;0;Tuesday;Misty;24.599.999.999.999.900;28.79;78.0;12.998.000.000.000.000;3;34;37;weekdays;Lembab
12722;19/06/2012;Summer;2012;Jun;6;0;Tuesday;Misty;24.599.999.999.999.900;28.79;78.0;70.015;9;152;161;weekdays;Lembab
12723;19/06/2012;Summer;2012;Jun;7;0;Tuesday;Misty;24.599.999.999.999.900;28.79;78.0;89.981;18;462;480;weekdays;Lembab
12724;19/06/2012;Summer;2012;Jun;8;0;Tuesday;Misty;24.599.999.999.999.900;28.79;78.0;110.014;40;633;673;weekdays;Lembab
12725;19/06/2012;Summer;2012;Jun;9;0;Tuesday;Clear;26.240.000.000.000.000;30.305;73.0;60.032;40;288;328;weekdays;Lembab
12726;19/06/2012;Summer;2012;Jun;10;0;Tuesday;Clear;26.240.000.000.000.000;30.305;73.0;60.032;44;136;180;weekdays;Lembab
12727;19/06/2012;Summer;2012;Jun;11;0;Tuesday;Clear;27.060.000.000.000.000;31.06;69.0;89.981;56;174;230;weekdays;Lembab
12728;19/06/2012;Summer;2012;Jun;12;0;Tuesday;Clear;28.7;32.574.999.999.999.900;65.0;60.032;70;222;292;weekdays;Lembab
12729;19/06/2012;Summer;2012;Jun;13;0;Tuesday;Clear;30.34;34.089.999.999.999.900;5.799.999.999.999.990;89.981;69;203;272;weekdays;Ideal
12730;19/06/2012;Summer;2012;Jun;14;0;Tuesday;Clear;31.16;35.605;5.799.999.999.999.990;70.015;61;166;227;weekdays;Ideal
12731;19/06/2012;Summer;2012;Jun;15;0;Tuesday;Clear;31.98;37.12;59.0;110.014;72;187;259;weekdays;Ideal
12732;19/06/2012;Summer;2012;Jun;16;0;Tuesday;Clear;32.800.000.000.000.000;37.88;5.500.000.000.000.000;15.001.299.999.999.900;48;286;334;weekdays;Ideal
12733;19/06/2012;Summer;2012;Jun;17;0;Tuesday;Clear;32.800.000.000.000.000;37.88;5.500.000.000.000.000;12.998.000.000.000.000;86;725;811;weekdays;Ideal
12734;19/06/2012;Summer;2012;Jun;18;0;Tuesday;Clear;32.800.000.000.000.000;37.88;5.500.000.000.000.000;110.014;91;704;795;weekdays;Ideal
12735;19/06/2012;Summer;2012;Jun;19;0;Tuesday;Clear;32.800.000.000.000.000;38.635.000.000.000.000;59.0;15.001.299.999.999.900;82;432;514;weekdays;Ideal
12736;19/06/2012;Summer;2012;Jun;20;0;Tuesday;Clear;32.800.000.000.000.000;37.88;5.500.000.000.000.000;16.997.899.999.999.900;59;399;458;weekdays;Ideal
12737;19/06/2012;Summer;2012;Jun;21;0;Tuesday;Clear;31.16;35.605;62.0;110.014;37;239;276;weekdays;Ideal
12738;19/06/2012;Summer;2012;Jun;22;0;Tuesday;Clear;29.52;34.849.999.999.999.900;79.0;60.032;51;240;291;weekdays;Lembab
12739;19/06/2012;Summer;2012;Jun;23;0;Tuesday;Clear;29.52;34.849.999.999.999.900;79.0;89.981;23;102;125;weekdays;Lembab
12740;20/06/2012;Summer;2012;Jun;0;0;Wednesday;Clear;28.7;33.335;79.0;12.998.000.000.000.000;5;48;53;weekdays;Lembab
12741;20/06/2012;Summer;2012;Jun;1;0;Wednesday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;79.0;12.998.000.000.000.000;7;20;27;weekdays;Lembab
12742;20/06/2012;Summer;2012;Jun;2;0;Wednesday;Clear;27.060.000.000.000.000;30.305;83.0;110.014;1;5;6;weekdays;Lembab
12743;20/06/2012;Summer;2012;Jun;3;0;Wednesday;Clear;27.060.000.000.000.000;30.305;83.0;89.981;2;6;8;weekdays;Lembab
12744;20/06/2012;Summer;2012;Jun;4;0;Wednesday;Clear;27.060.000.000.000.000;30.305;83.0;60.032;1;6;7;weekdays;Lembab
12745;20/06/2012;Summer;2012;Jun;5;0;Wednesday;Clear;27.060.000.000.000.000;30.305;83.0;60.032;2;37;39;weekdays;Lembab
12746;20/06/2012;Summer;2012;Jun;6;0;Wednesday;Misty;26.240.000.000.000.000;28.79;89.0;60.032;9;156;165;weekdays;Lembab
12747;20/06/2012;Summer;2012;Jun;7;0;Wednesday;Misty;27.060.000.000.000.000;29.544.999.999.999.900;89.0;0.0;20;444;464;weekdays;Lembab
12748;20/06/2012;Summer;2012;Jun;8;0;Wednesday;Misty;28.7;33.335;79.0;70.015;43;600;643;weekdays;Lembab
12749;20/06/2012;Summer;2012;Jun;9;0;Wednesday;Misty;29.52;34.849.999.999.999.900;74.0;0.0;40;276;316;weekdays;Lembab
12750;20/06/2012;Summer;2012;Jun;10;0;Wednesday;Clear;33.62;38.635.000.000.000.000;52.0;89.981;41;126;167;weekdays;Ideal
12751;20/06/2012;Summer;2012;Jun;11;0;Wednesday;Clear;34.44;39.395;49.0;12.998.000.000.000.000;54;134;188;weekdays;Ideal
12752;20/06/2012;Summer;2012;Jun;12;0;Wednesday;Clear;35.26;40.150.000.000.000.000;47.0;110.014;30;150;180;weekdays;Ideal
12753;20/06/2012;Summer;2012;Jun;13;0;Wednesday;Clear;35.26;39.395;44.0;70.015;48;163;211;weekdays;Kering
12754;20/06/2012;Summer;2012;Jun;14;0;Wednesday;Clear;36.08;40.150.000.000.000.000;39.0;12.998.000.000.000.000;56;134;190;weekdays;Kering
12755;20/06/2012;Summer;2012;Jun;15;0;Wednesday;Clear;36.9;40.910.000.000.000.000;35.0;0.0;36;143;179;weekdays;Kering
12756;20/06/2012;Summer;2012;Jun;16;0;Wednesday;Clear;36.9;40.910.000.000.000.000;35.0;70.015;51;284;335;weekdays;Kering
12757;20/06/2012;Summer;2012;Jun;17;0;Wednesday;Clear;36.9;40.910.000.000.000.000;37.0;0.0;80;611;691;weekdays;Kering
12758;20/06/2012;Summer;2012;Jun;18;0;Wednesday;Clear;36.9;40.910.000.000.000.000;37.0;0.0;81;591;672;weekdays;Kering
12759;20/06/2012;Summer;2012;Jun;19;0;Wednesday;Clear;36.08;39.395;37.0;16.997.899.999.999.900;90;449;539;weekdays;Kering
12760;20/06/2012;Summer;2012;Jun;20;0;Wednesday;Clear;35.26;38.635.000.000.000.000;39.0;15.001.299.999.999.900;81;326;407;weekdays;Kering
12761;20/06/2012;Summer;2012;Jun;21;0;Wednesday;Clear;34.44;37.88;44.0;60.032;42;302;344;weekdays;Kering
12762;20/06/2012;Summer;2012;Jun;22;0;Wednesday;Clear;33.62;37.88;46.0;70.015;31;226;257;weekdays;Ideal
12763;20/06/2012;Summer;2012;Jun;23;0;Wednesday;Clear;31.98;37.12;59.0;70.015;21;102;123;weekdays;Ideal
12764;21/06/2012;Fall;2012;Jun;0;0;Thrusday;Clear;30.34;34.849.999.999.999.900;70.0;60.032;16;53;69;weekdays;Lembab
12765;21/06/2012;Fall;2012;Jun;1;0;Thrusday;Clear;29.52;34.849.999.999.999.900;79.0;89.981;2;16;18;weekdays;Lembab
12766;21/06/2012;Fall;2012;Jun;2;0;Thrusday;Clear;29.52;34.849.999.999.999.900;79.0;70.015;11;7;18;weekdays;Lembab
12767;21/06/2012;Fall;2012;Jun;3;0;Thrusday;Clear;29.52;34.849.999.999.999.900;74.0;0.0;3;8;11;weekdays;Lembab
12768;21/06/2012;Fall;2012;Jun;4;0;Thrusday;Clear;28.7;33.335;84.0;60.032;1;11;12;weekdays;Lembab
12769;21/06/2012;Fall;2012;Jun;5;0;Thrusday;Clear;28.7;33.335;84.0;70.015;3;37;40;weekdays;Lembab
12770;21/06/2012;Fall;2012;Jun;6;0;Thrusday;Misty;28.7;33.335;84.0;60.032;3;147;150;weekdays;Lembab
12771;21/06/2012;Fall;2012;Jun;7;0;Thrusday;Misty;28.7;33.335;84.0;60.032;26;437;463;weekdays;Lembab
12772;21/06/2012;Fall;2012;Jun;8;0;Thrusday;Clear;30.34;34.849.999.999.999.900;70.0;0.0;27;563;590;weekdays;Lembab
12773;21/06/2012;Fall;2012;Jun;9;0;Thrusday;Clear;32.800.000.000.000.000;37.88;5.500.000.000.000.000;12.998.000.000.000.000;32;224;256;weekdays;Ideal
12774;21/06/2012;Fall;2012;Jun;10;0;Thrusday;Clear;34.44;39.395;49.0;70.015;36;114;150;weekdays;Ideal
12775;21/06/2012;Fall;2012;Jun;11;0;Thrusday;Clear;35.26;39.395;41.0;89.981;40;121;161;weekdays;Kering
12776;21/06/2012;Fall;2012;Jun;12;0;Thrusday;Clear;36.9;40.910.000.000.000.000;35.0;12.998.000.000.000.000;33;182;215;weekdays;Kering
12777;21/06/2012;Fall;2012;Jun;13;0;Thrusday;Clear;36.9;40.910.000.000.000.000;35.0;0.0;31;141;172;weekdays;Kering
12778;21/06/2012;Fall;2012;Jun;14;0;Thrusday;Clear;36.08;39.395;37.0;110.014;27;149;176;weekdays;Kering
12779;21/06/2012;Fall;2012;Jun;15;0;Thrusday;Clear;37.72;41.665;33.0;110.014;40;154;194;weekdays;Kering
12780;21/06/2012;Fall;2012;Jun;16;0;Thrusday;Clear;36.9;40.910.000.000.000.000;35.0;89.981;37;283;320;weekdays;Kering
12781;21/06/2012;Fall;2012;Jun;17;0;Thrusday;Clear;36.08;39.395;37.0;0.0;80;535;615;weekdays;Kering
12782;21/06/2012;Fall;2012;Jun;18;0;Thrusday;Clear;35.26;39.395;41.0;12.998.000.000.000.000;78;562;640;weekdays;Kering
12783;21/06/2012;Fall;2012;Jun;19;0;Thrusday;Clear;36.08;40.150.000.000.000.000;39.0;15.001.299.999.999.900;84;415;499;weekdays;Kering
12784;21/06/2012;Fall;2012;Jun;20;0;Thrusday;Clear;35.26;39.395;44.0;12.998.000.000.000.000;79;357;436;weekdays;Kering
12785;21/06/2012;Fall;2012;Jun;21;0;Thrusday;Clear;33.62;38.635.000.000.000.000;52.0;12.998.000.000.000.000;55;256;311;weekdays;Ideal
12786;21/06/2012;Fall;2012;Jun;22;0;Thrusday;Clear;32.800.000.000.000.000;39.395;63.0;110.014;22;221;243;weekdays;Ideal
12787;21/06/2012;Fall;2012;Jun;23;0;Thrusday;Clear;32.800.000.000.000.000;38.635.000.000.000.000;59.0;60.032;12;134;146;weekdays;Ideal
12788;22/06/2012;Fall;2012;Jun;0;0;Friday;Misty;31.16;36.364.999.999.999.900;70.0;70.015;16;77;93;weekdays;Lembab
12789;22/06/2012;Fall;2012;Jun;1;0;Friday;Clear;31.16;37.12;75.0;110.014;3;28;31;weekdays;Lembab
12790;22/06/2012;Fall;2012;Jun;2;0;Friday;Clear;30.34;35.605;79.0;0.0;0;12;12;weekdays;Lembab
12791;22/06/2012;Fall;2012;Jun;3;0;Friday;Clear;30.34;35.605;79.0;0.0;1;6;7;weekdays;Lembab
12792;22/06/2012;Fall;2012;Jun;4;0;Friday;Misty;31.16;36.364.999.999.999.900;66.0;0.0;3;7;10;weekdays;Lembab
12793;22/06/2012;Fall;2012;Jun;5;0;Friday;Misty;30.34;34.849.999.999.999.900;66.0;60.032;3;35;38;weekdays;Lembab
12794;22/06/2012;Fall;2012;Jun;6;0;Friday;Misty;30.34;34.849.999.999.999.900;66.0;0.0;4;118;122;weekdays;Lembab
12795;22/06/2012;Fall;2012;Jun;7;0;Friday;Clear;30.34;34.089.999.999.999.900;5.799.999.999.999.990;110.014;19;340;359;weekdays;Ideal
12796;22/06/2012;Fall;2012;Jun;8;0;Friday;Clear;31.16;34.849.999.999.999.900;5.500.000.000.000.000;89.981;49;564;613;weekdays;Ideal
12797;22/06/2012;Fall;2012;Jun;9;0;Friday;Clear;31.16;35.605;5.799.999.999.999.990;15.001.299.999.999.900;55;278;333;weekdays;Ideal
12798;22/06/2012;Fall;2012;Jun;10;0;Friday;Clear;32.800.000.000.000.000;37.12;52.0;239.994;52;133;185;weekdays;Ideal
12799;22/06/2012;Fall;2012;Jun;11;0;Friday;Clear;32.800.000.000.000.000;37.12;49.0;110.014;76;160;236;weekdays;Ideal
12800;22/06/2012;Fall;2012;Jun;12;0;Friday;Clear;34.44;39.395;49.0;89.981;63;191;254;weekdays;Ideal
12801;22/06/2012;Fall;2012;Jun;13;0;Friday;Clear;36.08;40.150.000.000.000.000;39.0;15.001.299.999.999.900;72;228;300;weekdays;Kering
12802;22/06/2012;Fall;2012;Jun;14;0;Friday;Clear;36.08;40.150.000.000.000.000;39.0;15.001.299.999.999.900;65;198;263;weekdays;Kering
12803;22/06/2012;Fall;2012;Jun;15;0;Friday;Clear;36.9;40.910.000.000.000.000;35.0;239.994;72;212;284;weekdays;Kering
12804;22/06/2012;Fall;2012;Jun;16;0;Friday;Clear;36.9;40.150.000.000.000.000;31.0;15.001.299.999.999.900;67;313;380;weekdays;Kering
12805;22/06/2012;Fall;2012;Jun;17;0;Friday;Misty;33.62;36.364.999.999.999.900;38.0;110.014;95;551;646;weekdays;Kering
12806;22/06/2012;Fall;2012;Jun;18;0;Friday;Misty;32.800.000.000.000.000;37.88;5.500.000.000.000.000;12.998.000.000.000.000;62;443;505;weekdays;Ideal
12807;22/06/2012;Fall;2012;Jun;19;0;Friday;Misty;31.16;34.849.999.999.999.900;5.500.000.000.000.000;350.008;45;317;362;weekdays;Ideal
12808;22/06/2012;Fall;2012;Jun;20;0;Friday;Misty;31.16;34.849.999.999.999.900;5.500.000.000.000.000;350.008;31;171;202;weekdays;Ideal
12809;22/06/2012;Fall;2012;Jun;21;0;Friday;Light_Rainsnow;27.880.000.000.000.000;31.819.999.999.999.900;65.0;190.012;40;177;217;weekdays;Lembab
12810;22/06/2012;Fall;2012;Jun;22;0;Friday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;69.0;89.981;42;155;197;weekdays;Lembab
12811;22/06/2012;Fall;2012;Jun;23;0;Friday;Misty;27.060.000.000.000.000;31.06;74.0;0.0;29;145;174;weekdays;Lembab
12812;23/06/2012;Fall;2012;Jun;0;0;Saturday;Clear;26.240.000.000.000.000;28.79;83.0;0.0;14;102;116;weekend;Lembab
12813;23/06/2012;Fall;2012;Jun;1;0;Saturday;Clear;27.060.000.000.000.000;30.305;78.0;89.981;16;107;123;weekend;Lembab
12814;23/06/2012;Fall;2012;Jun;2;0;Saturday;Misty;26.240.000.000.000.000;28.79;83.0;12.998.000.000.000.000;18;75;93;weekend;Lembab
12815;23/06/2012;Fall;2012;Jun;3;0;Saturday;Misty;26.240.000.000.000.000;28.79;83.0;60.032;10;32;42;weekend;Lembab
12816;23/06/2012;Fall;2012;Jun;4;0;Saturday;Misty;26.240.000.000.000.000;28.79;83.0;110.014;6;13;19;weekend;Lembab
12817;23/06/2012;Fall;2012;Jun;5;0;Saturday;Misty;26.240.000.000.000.000;28.79;83.0;12.998.000.000.000.000;1;11;12;weekend;Lembab
12818;23/06/2012;Fall;2012;Jun;6;0;Saturday;Clear;26.240.000.000.000.000;28.79;83.0;60.032;10;37;47;weekend;Lembab
12819;23/06/2012;Fall;2012;Jun;7;0;Saturday;Clear;26.240.000.000.000.000;28.79;83.0;110.014;19;59;78;weekend;Lembab
12820;23/06/2012;Fall;2012;Jun;8;0;Saturday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;69.0;15.001.299.999.999.900;34;133;167;weekend;Lembab
12821;23/06/2012;Fall;2012;Jun;9;0;Saturday;Clear;29.52;34.089.999.999.999.900;62.0;12.998.000.000.000.000;85;247;332;weekend;Ideal
12822;23/06/2012;Fall;2012;Jun;10;0;Saturday;Clear;30.34;34.089.999.999.999.900;5.500.000.000.000.000;12.998.000.000.000.000;177;317;494;weekend;Ideal
12823;23/06/2012;Fall;2012;Jun;11;0;Saturday;Clear;31.16;34.089.999.999.999.900;48.0;15.001.299.999.999.900;167;349;516;weekend;Ideal
12824;23/06/2012;Fall;2012;Jun;12;0;Saturday;Clear;32.800.000.000.000.000;36.364.999.999.999.900;43.0;12.998.000.000.000.000;203;399;602;weekend;Kering
12825;23/06/2012;Fall;2012;Jun;13;0;Saturday;Clear;33.62;36.364.999.999.999.900;34.0;12.998.000.000.000.000;226;338;564;weekend;Kering
12826;23/06/2012;Fall;2012;Jun;14;0;Saturday;Clear;31.98;34.089.999.999.999.900;33.0;16.997.899.999.999.900;238;371;609;weekend;Kering
12827;23/06/2012;Fall;2012;Jun;15;0;Saturday;Clear;34.44;36.364.999.999.999.900;30.0;220.028;217;266;483;weekend;Kering
12828;23/06/2012;Fall;2012;Jun;16;0;Saturday;Clear;34.44;35.605;26.0;19.999.499.999.999.900;196;317;513;weekend;Kering
12829;23/06/2012;Fall;2012;Jun;17;0;Saturday;Clear;33.62;35.605;26.0;16.997.899.999.999.900;214;316;530;weekend;Kering
12830;23/06/2012;Fall;2012;Jun;18;0;Saturday;Clear;33.62;35.605;26.0;19.999.499.999.999.900;194;287;481;weekend;Kering
12831;23/06/2012;Fall;2012;Jun;19;0;Saturday;Clear;32.800.000.000.000.000;34.849.999.999.999.900;27.0;12.998.000.000.000.000;185;240;425;weekend;Kering
12832;23/06/2012;Fall;2012;Jun;20;0;Saturday;Clear;31.98;34.089.999.999.999.900;31.0;12.998.000.000.000.000;158;228;386;weekend;Kering
12833;23/06/2012;Fall;2012;Jun;21;0;Saturday;Clear;31.16;33.335;33.0;89.981;99;223;322;weekend;Kering
12834;23/06/2012;Fall;2012;Jun;22;0;Saturday;Clear;30.34;32.574.999.999.999.900;37.0;70.015;101;178;279;weekend;Kering
12835;23/06/2012;Fall;2012;Jun;23;0;Saturday;Clear;29.52;32.574.999.999.999.900;44.0;0.0;69;156;225;weekend;Kering
12836;24/06/2012;Fall;2012;Jun;0;0;Sunday;Clear;28.7;32.574.999.999.999.900;51.0;0.0;31;132;163;weekend;Ideal
12837;24/06/2012;Fall;2012;Jun;1;0;Sunday;Misty;27.880.000.000.000.000;31.819.999.999.999.900;54.0;60.032;39;88;127;weekend;Ideal
12838;24/06/2012;Fall;2012;Jun;2;0;Sunday;Misty;27.880.000.000.000.000;31.819.999.999.999.900;51.0;0.0;34;80;114;weekend;Ideal
12839;24/06/2012;Fall;2012;Jun;3;0;Sunday;Misty;27.060.000.000.000.000;31.06;65.0;60.032;19;41;60;weekend;Lembab
12840;24/06/2012;Fall;2012;Jun;4;0;Sunday;Misty;27.060.000.000.000.000;31.06;65.0;0.0;4;9;13;weekend;Lembab
12841;24/06/2012;Fall;2012;Jun;5;0;Sunday;Clear;25.419.999.999.999.900;30.305;69.0;89.981;1;7;8;weekend;Lembab
12842;24/06/2012;Fall;2012;Jun;6;0;Sunday;Clear;26.240.000.000.000.000;30.305;65.0;110.014;6;19;25;weekend;Lembab
12843;24/06/2012;Fall;2012;Jun;7;0;Sunday;Clear;26.240.000.000.000.000;30.305;69.0;70.015;23;48;71;weekend;Lembab
12844;24/06/2012;Fall;2012;Jun;8;0;Sunday;Clear;28.7;32.574.999.999.999.900;5.799.999.999.999.990;0.0;38;103;141;weekend;Ideal
12845;24/06/2012;Fall;2012;Jun;9;0;Sunday;Clear;29.52;33.335;51.0;0.0;63;169;232;weekend;Ideal
12846;24/06/2012;Fall;2012;Jun;10;0;Sunday;Clear;31.16;34.089.999.999.999.900;40.0;0.0;161;291;452;weekend;Kering
12847;24/06/2012;Fall;2012;Jun;11;0;Sunday;Clear;31.16;34.089.999.999.999.900;40.0;89.981;215;291;506;weekend;Kering
12848;24/06/2012;Fall;2012;Jun;12;0;Sunday;Clear;32.800.000.000.000.000;34.849.999.999.999.900;33.0;15.001.299.999.999.900;227;329;556;weekend;Kering
12849;24/06/2012;Fall;2012;Jun;13;0;Sunday;Clear;32.800.000.000.000.000;34.849.999.999.999.900;33.0;190.012;237;348;585;weekend;Kering
12850;24/06/2012;Fall;2012;Jun;14;0;Sunday;Clear;34.44;36.364.999.999.999.900;30.0;19.999.499.999.999.900;253;298;551;weekend;Kering
12851;24/06/2012;Fall;2012;Jun;15;0;Sunday;Clear;35.26;37.12;28.000.000.000.000.000;15.001.299.999.999.900;197;290;487;weekend;Kering
12852;24/06/2012;Fall;2012;Jun;16;0;Sunday;Clear;34.44;36.364.999.999.999.900;30.0;16.997.899.999.999.900;181;280;461;weekend;Kering
12853;24/06/2012;Fall;2012;Jun;17;0;Sunday;Clear;34.44;36.364.999.999.999.900;32.0;16.997.899.999.999.900;203;329;532;weekend;Kering
12854;24/06/2012;Fall;2012;Jun;18;0;Sunday;Clear;33.62;36.364.999.999.999.900;34.0;16.997.899.999.999.900;186;348;534;weekend;Kering
12855;24/06/2012;Fall;2012;Jun;19;0;Sunday;Clear;32.800.000.000.000.000;35.605;38.0;19.999.499.999.999.900;176;247;423;weekend;Kering
12856;24/06/2012;Fall;2012;Jun;20;0;Sunday;Clear;31.98;34.849.999.999.999.900;46.0;16.997.899.999.999.900;108;224;332;weekend;Ideal
12857;24/06/2012;Fall;2012;Jun;21;0;Sunday;Clear;31.16;34.849.999.999.999.900;5.500.000.000.000.000;15.001.299.999.999.900;76;177;253;weekend;Ideal
12858;24/06/2012;Fall;2012;Jun;22;0;Sunday;Clear;30.34;34.089.999.999.999.900;5.500.000.000.000.000;70.015;53;125;178;weekend;Ideal
12859;24/06/2012;Fall;2012;Jun;23;0;Sunday;Clear;30.34;34.089.999.999.999.900;5.799.999.999.999.990;70.015;20;67;87;weekend;Ideal
12860;25/06/2012;Fall;2012;Jun;0;0;Monday;Clear;29.52;34.089.999.999.999.900;62.0;16.997.899.999.999.900;31;37;68;weekdays;Ideal
12861;25/06/2012;Fall;2012;Jun;1;0;Monday;Clear;28.7;32.574.999.999.999.900;65.0;15.001.299.999.999.900;11;20;31;weekdays;Lembab
12862;25/06/2012;Fall;2012;Jun;2;0;Monday;Clear;28.7;32.574.999.999.999.900;70.0;15.001.299.999.999.900;4;10;14;weekdays;Lembab
12863;25/06/2012;Fall;2012;Jun;3;0;Monday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;69.0;16.997.899.999.999.900;1;4;5;weekdays;Lembab
12864;25/06/2012;Fall;2012;Jun;4;0;Monday;Clear;27.060.000.000.000.000;30.305;78.0;16.997.899.999.999.900;0;4;4;weekdays;Lembab
12865;25/06/2012;Fall;2012;Jun;5;0;Monday;Clear;27.060.000.000.000.000;31.06;74.0;110.014;1;42;43;weekdays;Lembab
12866;25/06/2012;Fall;2012;Jun;6;0;Monday;Clear;26.240.000.000.000.000;29.544.999.999.999.900;78.0;110.014;11;147;158;weekdays;Lembab
