instant;dteday;season;year;month;holiday;a_week;weather_situation;temp;atemp;humidity;wind_speed;casual;registered;count_cr;category_days;humidity_category
544;27/06/2012;Fall;2012;Jun;0;Wednesday;Clear;285.975;320.396;36.0;18.208.925;1077;6258;7335;weekdays;Kering
545;28/06/2012;Fall;2012;Jun;0;Thrusday;Clear;30.715.847;337.756;42.25;1.150.055;921;5958;6879;weekdays;Kering
546;29/06/2012;Fall;2012;Jun;0;Friday;Clear;34.200.847;3.933.065;48.875;11.082.939.000.000.000;829;4634;5463;weekdays;Ideal
547;30/06/2012;Fall;2012;Jun;0;Saturday;Clear;31.365.000.000.000.000;343.754;6.012.499.999.999.990;10.791.756.999.999.900;1455;4232;5687;weekend;Ideal
548;01/07/2012;Fall;2012;Jul;0;Sunday;Clear;33.449.153;3.753.145;5.187.500.000.000.000;11.291.443.000.000.000;1421;4110;5531;weekend;Ideal
549;02/07/2012;Fall;2012;Jul;0;Monday;Clear;32.048.347;351.019;447.083;13.082.889;904;5323;6227;weekdays;Kering
550;03/07/2012;Fall;2012;Jul;0;Tuesday;Clear;32.014.153;351.325;492.083;8.457.878.999.999.990;1052;5608;6660;weekdays;Ideal
551;04/07/2012;Fall;2012;Jul;1;Wednesday;Clear;32.355.847;3.661.685;5.387.499.999.999.990;9.041.649.999.999.990;2562;4841;7403;weekdays;Ideal
552;05/07/2012;Fall;2012;Jul;0;Thrusday;Clear;339.275;3.806.835;457.917;12.999.943;1405;4836;6241;weekdays;Ideal
553;06/07/2012;Fall;2012;Jul;0;Friday;Clear;33.961.653;3.762.665;450.833;9.791.514;1366;4841;6207;weekdays;Ideal
554;07/07/2012;Fall;2012;Jul;0;Saturday;Clear;35.328.347;4.024.565;492.083;10.958.118;1448;3392;4840;weekend;Ideal
555;08/07/2012;Fall;2012;Jul;0;Sunday;Clear;33.722.500.000.000.000;395.198;57.375;8.417.143;1203;3469;4672;weekend;Ideal
556;09/07/2012;Fall;2012;Jul;0;Monday;Misty;29.144.153.000.000.000;327.027;683.333;12.125.325;998;5571;6569;weekdays;Lembab
557;10/07/2012;Fall;2012;Jul;0;Tuesday;Misty;29.554.153;332.398;66.75;10.166.379.000.000.000;954;5336;6290;weekdays;Lembab
558;11/07/2012;Fall;2012;Jul;0;Wednesday;Clear;29.383.347;3.251.355;633.333;10.166.111;975;6289;7264;weekdays;Ideal
559;12/07/2012;Fall;2012;Jul;0;Thrusday;Clear;29.349.153;3.273.415;529.583;9.833.924.999.999.990;1032;6414;7446;weekdays;Ideal
560;13/07/2012;Fall;2012;Jul;0;Friday;Misty;29.998.347;3.339.665;485.833;541.695;1511;5988;7499;weekdays;Ideal
561;14/07/2012;Fall;2012;Jul;0;Saturday;Misty;28.836.653;333.021;6.991.669.999.999.990;9.626.493;2355;4614;6969;weekend;Lembab
562;15/07/2012;Fall;2012;Jul;0;Sunday;Clear;30.579.152.999.999.900;35.259.800.000.000.000;717.917;11.166.689;1920;4111;6031;weekend;Lembab
563;16/07/2012;Fall;2012;Jul;0;Monday;Clear;31.296.653.000.000.000;36.206.250.000.000.000;64.5;11.000.529;1088;5742;6830;weekdays;Ideal
564;17/07/2012;Fall;2012;Jul;0;Tuesday;Clear;33.551.653;3.778.415;50.583.299.999.999.900;7.666.743;921;5865;6786;weekdays;Ideal
565;18/07/2012;Fall;2012;Jul;0;Wednesday;Clear;32.526.652.999.999.900;3.727.915;577.083;9.208.614;799;4914;5713;weekdays;Ideal
566;19/07/2012;Fall;2012;Jul;0;Thrusday;Clear;31.57;357.321;600.417;11.083.743;888;5703;6591;weekdays;Ideal
567;20/07/2012;Fall;2012;Jul;0;Friday;Misty;27.299.153;3.065.125;844.167;14.000.789.000.000.000;747;5123;5870;weekdays;Lembab
568;21/07/2012;Fall;2012;Jul;0;Saturday;Light_Rainsnow;24.429.153;27.495.599.999.999.900;865.417;142.911;1264;3195;4459;weekend;Lembab
569;22/07/2012;Fall;2012;Jul;0;Sunday;Misty;273.675;31.156.250.000.000.000;76.25;62.926.936;2544;4866;7410;weekend;Lembab
570;23/07/2012;Fall;2012;Jul;0;Monday;Clear;30.408.347;3.450.085;6.941.669.999.999.990;9.291.761;1135;5831;6966;weekdays;Lembab
571;24/07/2012;Fall;2012;Jul;0;Tuesday;Clear;30.784.153;353.225;65.5;14.167.418;1140;6452;7592;weekdays;Lembab
572;25/07/2012;Fall;2012;Jul;0;Wednesday;Clear;29.690.847;327.027;45.0;110.416;1383;6790;8173;weekdays;Ideal
573;26/07/2012;Fall;2012;Jul;0;Thrusday;Clear;31.843.347;3.696.315;5.966.669.999.999.990;19.082.470.999.999.900;1036;5825;6861;weekdays;Ideal
574;27/07/2012;Fall;2012;Jul;0;Friday;Clear;32.048.347;3.671.085;59.458.299.999.999.900;10.250.464;1259;5645;6904;weekdays;Ideal
575;28/07/2012;Fall;2012;Jul;0;Saturday;Clear;30.989.152.999.999.900;348.802;613.333;10.542.449.999.999.900;2234;4451;6685;weekend;Ideal
576;29/07/2012;Fall;2012;Jul;0;Sunday;Clear;29.588.347;3.339.665;62.375;11.416.532;2153;4444;6597;weekend;Ideal
577;30/07/2012;Fall;2012;Jul;0;Monday;Clear;29.964.153;3.424.935;66.875;10.292.339;1040;6065;7105;weekdays;Lembab
578;31/07/2012;Fall;2012;Jul;0;Tuesday;Clear;29.246.653;33.144.800.000.000.000;7.041.669.999.999.990;11.083.475;968;6248;7216;weekdays;Lembab
579;01/08/2012;Fall;2012;Aug;0;Wednesday;Clear;294.175;333.654;67.75;9.458.993;1074;6506;7580;weekdays;Lembab
580;02/08/2012;Fall;2012;Aug;0;Thrusday;Clear;308.525;35.354.400.000.000.000;6.595.830.000.000.000;8.666.718;983;6278;7261;weekdays;Lembab
581;03/08/2012;Fall;2012;Aug;0;Friday;Misty;31.399.153;36.143.350.000.000.000;64.25;14.458.064;1328;5847;7175;weekdays;Ideal
582;04/08/2012;Fall;2012;Aug;0;Saturday;Clear;32.526.652.999.999.900;3.756.335;613.333;17.249.686;2345;4479;6824;weekend;Ideal
583;05/08/2012;Fall;2012;Aug;0;Sunday;Clear;31.535.847;3.655.395;65.25;19.458.206.999.999.900;1707;3757;5464;weekend;Lembab
584;06/08/2012;Fall;2012;Aug;0;Monday;Misty;308.525;355.123;654.167;8.666.718;1233;5780;7013;weekdays;Lembab
585;07/08/2012;Fall;2012;Aug;0;Tuesday;Misty;30.169.152.999.999.900;3.488.105;70.375;78.328.359.999.999.900;1278;5995;7273;weekdays;Lembab
586;08/08/2012;Fall;2012;Aug;0;Wednesday;Misty;30.75;35.385.850.000.000.000;6.729.169.999.999.990;74.169;1263;6271;7534;weekdays;Lembab
587;09/08/2012;Fall;2012;Aug;0;Thrusday;Clear;30.989.152.999.999.900;349.754;620.417;10.458.699.999.999.900;1196;6090;7286;weekdays;Ideal
588;10/08/2012;Fall;2012;Aug;0;Friday;Misty;29.349.153;333.971;7.158.330.000.000.000;16.000.471;1065;4721;5786;weekdays;Lembab
589;11/08/2012;Fall;2012;Aug;0;Saturday;Misty;28.392.500.000.000.000;3.191.335;732.917;13.834.093;2247;4052;6299;weekend;Lembab
590;12/08/2012;Fall;2012;Aug;0;Sunday;Clear;28.734.153.000.000.000;3.222.895;53.041.700.000.000.000;8.208.304;2182;4362;6544;weekend;Ideal
591;13/08/2012;Fall;2012;Aug;0;Monday;Clear;29.554.153;33.112.700.000.000.000;54.541.700.000.000.000;9.126.204;1207;5676;6883;weekdays;Ideal
592;14/08/2012;Fall;2012;Aug;0;Tuesday;Clear;29.793.346.999.999.900;33.838.950.000.000.000;686.667;11.333.586;1128;5656;6784;weekdays;Lembab
593;15/08/2012;Fall;2012;Aug;0;Wednesday;Clear;28.973.347;3.270.185;619.583;11.374.657.000.000.000;1198;6149;7347;weekdays;Ideal
594;16/08/2012;Fall;2012;Aug;0;Thrusday;Clear;29.485.847;327.344;51.916.700.000.000.000;9.500.332;1338;6267;7605;weekdays;Ideal
595;17/08/2012;Fall;2012;Aug;0;Friday;Clear;29.656.653;12.120.000.000.000.000;570.833;15.500.718;1483;5665;7148;weekdays;Ideal
596;18/08/2012;Fall;2012;Aug;0;Saturday;Clear;27.811.653;30.903.550.000.000.000;603.333;11.917.089;2827;5038;7865;weekend;Ideal
597;19/08/2012;Fall;2012;Aug;0;Sunday;Misty;26.069.153;301.777;711.667;579.215;1208;3341;4549;weekend;Lembab
598;20/08/2012;Fall;2012;Aug;0;Monday;Misty;26.069.153;29.798.350.000.000.000;734.167;8.708.593;1026;5504;6530;weekdays;Lembab
599;21/08/2012;Fall;2012;Aug;0;Tuesday;Clear;26.615.847.000.000.000;30.051.250.000.000.000;67.375;48.756.436;1081;5925;7006;weekdays;Lembab
600;22/08/2012;Fall;2012;Aug;0;Wednesday;Clear;273.675;310.927;677.083;4.708.981.100.000.000;1094;6281;7375;weekdays;Lembab
601;23/08/2012;Fall;2012;Aug;0;Thrusday;Clear;28.529.153;318.504;635.833;56.679.186;1363;6402;7765;weekdays;Ideal
602;24/08/2012;Fall;2012;Aug;0;Friday;Misty;28.802.500.000.000.000;32.355.000.000.000.000;61.5;48.337.686;1325;6257;7582;weekdays;Ideal
603;25/08/2012;Fall;2012;Aug;0;Saturday;Misty;27.128.347;30.934.800.000.000.000;712.917;16.375.336;1829;4224;6053;weekend;Lembab
604;26/08/2012;Fall;2012;Aug;0;Sunday;Misty;26.786.653;29.799.799.999.999.900;845.833;15.333.486;1483;3772;5255;weekend;Lembab
605;27/08/2012;Fall;2012;Aug;0;Monday;Clear;28.836.653;327.344;7.304.169.999.999.990;8.625.110.999.999.990;989;5928;6917;weekdays;Lembab
606;28/08/2012;Fall;2012;Aug;0;Tuesday;Clear;29.861.653;333.025;62.0;12.791.975;935;6105;7040;weekdays;Ideal
607;29/08/2012;Fall;2012;Aug;0;Wednesday;Clear;28.085;31.786.649.999.999.900;552.083;7.541.653.999.999.990;1177;6520;7697;weekdays;Ideal
608;30/08/2012;Fall;2012;Aug;0;Thrusday;Clear;28.973.347;3.263.895;590.417;51.668.189;1172;6541;7713;weekdays;Ideal
609;31/08/2012;Fall;2012;Aug;0;Friday;Clear;31.330.847.000.000.000;34.47;58.75;11.291.711;1433;5917;7350;weekdays;Ideal
610;01/09/2012;Fall;2012;Sep;0;Saturday;Misty;30.886.653.000.000.000;351.327;638.333;75.835.289.999.999.900;2352;3788;6140;weekend;Ideal
611;02/09/2012;Fall;2012;Sep;0;Sunday;Misty;28.563.347;32.45;81.5;42.927.436;2613;3197;5810;weekend;Lembab
612;03/09/2012;Fall;2012;Sep;1;Monday;Clear;290.075;33.081.450.000.000.000;790.833;10.125.107;1965;4069;6034;weekdays;Lembab
613;04/09/2012;Fall;2012;Sep;0;Tuesday;Clear;29.759.152.999.999.900;343.444;75.5;15.833.507;867;5997;6864;weekdays;Lembab
614;05/09/2012;Fall;2012;Sep;0;Wednesday;Clear;30.203.346.999.999.900;3.544.915;74.125;12.583.136;832;6280;7112;weekdays;Lembab
615;06/09/2012;Fall;2012;Sep;0;Thrusday;Misty;28.563.347;32.766.450.000.000.000;810.417;9.542.207;611;5592;6203;weekdays;Lembab
616;07/09/2012;Fall;2012;Sep;0;Friday;Clear;28.836.653;328.602;73.625;11.500.282;1045;6459;7504;weekdays;Lembab
617;08/09/2012;Fall;2012;Sep;0;Saturday;Misty;27.025.847;30.556.050.000.000.000;7.991.669.999.999.990;18.833.968.000.000.000;1557;4419;5976;weekend;Lembab
618;09/09/2012;Fall;2012;Sep;0;Sunday;Clear;25.009.999.999.999.900;28.946.250.000.000.000;54.75;15.041.232;2570;5657;8227;weekend;Ideal
619;10/09/2012;Fall;2012;Sep;0;Monday;Clear;23.916.653;282.827;50.375;17.333.771.000.000.000;1118;6407;7525;weekdays;Ideal
620;11/09/2012;Fall;2012;Sep;0;Tuesday;Clear;23.677.500.000.000.000;277.146;52.0;61.676.314;1070;6697;7767;weekdays;Ideal
621;12/09/2012;Fall;2012;Sep;0;Wednesday;Clear;24.565.847;2.850.375;577.083;8.833.682;1050;6820;7870;weekdays;Ideal
622;13/09/2012;Fall;2012;Sep;0;Thrusday;Clear;251.125;289.779;63.708.299.999.999.900;55.422.936;1054;6750;7804;weekdays;Ideal
623;14/09/2012;Fall;2012;Sep;0;Friday;Clear;25.966.653;29.704.150.000.000.000;67.25;69.588.209.999.999.900;1379;6630;8009;weekdays;Lembab
624;15/09/2012;Fall;2012;Sep;0;Saturday;Clear;24.941.653.000.000.000;2.929.335;501.667;16.583.907;3160;5554;8714;weekend;Ideal
625;16/09/2012;Fall;2012;Sep;0;Sunday;Clear;23.779.999.999.999.900;2.815.625;5.699.999.999.999.990;6.042.281.099.999.990;2166;5167;7333;weekend;Ideal
626;17/09/2012;Fall;2012;Sep;0;Monday;Misty;23.814.153;27.652.500.000.000.000;734.583;10.166.713.999.999.900;1022;5847;6869;weekdays;Lembab
627;18/09/2012;Fall;2012;Sep;0;Tuesday;Misty;25.556.653;28.253.349.999.999.900;87.25;23.958.329;371;3702;4073;weekdays;Lembab
628;19/09/2012;Fall;2012;Sep;0;Wednesday;Clear;226.525;270.202;536.667;14.416.725;788;6803;7591;weekdays;Ideal
629;20/09/2012;Fall;2012;Sep;0;Thrusday;Clear;22.413.347;266.096;618.333;7.917.189;939;6781;7720;weekdays;Ideal
630;21/09/2012;Fall;2012;Sep;0;Friday;Clear;24.565.847;2.859.855;66.875;10.333.343.000.000.000;1250;6917;8167;weekdays;Lembab
631;22/09/2012;Fall;2012;Sep;0;Saturday;Clear;26.650.000.000.000.000;305.244;646.667;19.000.061;2512;5883;8395;weekend;Ideal
632;23/09/2012;Winter;2012;Sep;0;Sunday;Clear;21.695.847;25.946.649.999.999.900;467.083;14.958.286.000.000.000;2454;5453;7907;weekend;Ideal
633;24/09/2012;Winter;2012;Sep;0;Monday;Clear;21.080.847.000.000.000;2.512.565;492.917;9.541.068.000.000.000;1001;6435;7436;weekdays;Ideal
634;25/09/2012;Winter;2012;Sep;0;Tuesday;Clear;22.55;27.208.949.999.999.900;5.699.999.999.999.990;15.833.507;845;6693;7538;weekdays;Ideal
635;26/09/2012;Winter;2012;Sep;0;Wednesday;Clear;26.035;2.983.065;63.083.299.999.999.900;163.748;787;6946;7733;weekdays;Ideal
636;27/09/2012;Winter;2012;Sep;0;Thrusday;Misty;26.650.000.000.000.000;30.398.750.000.000.000;6.908.330.000.000.000;9.000.914;751;6642;7393;weekdays;Lembab
637;28/09/2012;Winter;2012;Sep;0;Friday;Misty;25.385.847.000.000.000;2.929.315;69.0;10.999.993;1045;6370;7415;weekdays;Lembab
638;29/09/2012;Winter;2012;Sep;0;Saturday;Clear;222.425;265.148;542.917;15.249.468;2589;5966;8555;weekend;Ideal
639;30/09/2012;Winter;2012;Sep;0;Sunday;Clear;21.593.347;2.588.315;583.333;9.042.186;2015;4874;6889;weekend;Ideal
640;01/10/2012;Winter;2012;Oct;0;Monday;Misty;21.354.153;25.6;649.167;60.838.814;763;6015;6778;weekdays;Ideal
641;02/10/2012;Winter;2012;Oct;0;Tuesday;Light_Rainsnow;24.224.153;27.116.649.999.999.900;8.716.669.999.999.990;69.998.249.999.999.900;315;4324;4639;weekdays;Lembab
642;03/10/2012;Winter;2012;Oct;0;Wednesday;Misty;269.575;2.995.665;79.375;44.585.686;728;6844;7572;weekdays;Lembab
643;04/10/2012;Winter;2012;Oct;0;Thrusday;Misty;269.575;30.398.750.000.000.000;722.917;7.875.582;891;6437;7328;weekdays;Lembab
644;05/10/2012;Winter;2012;Oct;0;Friday;Clear;25.215;2.900.935;6.274.999.999.999.990;712.545;1516;6640;8156;weekdays;Ideal
645;06/10/2012;Winter;2012;Oct;0;Saturday;Clear;22.720.847;2.692.605;6.641.669.999.999.990;17.957.675.000.000.000;3031;4934;7965;weekend;Lembab
646;07/10/2012;Winter;2012;Oct;0;Sunday;Misty;17.049.153;2.099.065;708.333;9.457.854.000.000.000;781;2729;3510;weekend;Lembab
647;08/10/2012;Winter;2012;Oct;1;Monday;Misty;15.716.652.999.999.900;193.804;709.583;12.708.492.999.999.900;874;4604;5478;weekdays;Lembab
648;09/10/2012;Winter;2012;Oct;0;Tuesday;Misty;18.313.347;219.056;7.616.669.999.999.990;127.501;601;5791;6392;weekdays;Lembab
649;10/10/2012;Winter;2012;Oct;0;Wednesday;Clear;21.080.847.000.000.000;251.571;63.083.299.999.999.900;12.584.007;780;6911;7691;weekdays;Ideal
650;11/10/2012;Winter;2012;Oct;0;Thrusday;Clear;17.835;2.155.835;463.333;12.166.932.000.000.000;834;6736;7570;weekdays;Ideal
651;12/10/2012;Winter;2012;Oct;0;Friday;Clear;179.375;2.165.355;5.391.669.999.999.990;15.751.164;1060;6222;7282;weekdays;Ideal
652;13/10/2012;Winter;2012;Oct;0;Saturday;Clear;16.126.653;195.698;494.583;9.791.514;2252;4857;7109;weekend;Ideal
653;14/10/2012;Winter;2012;Oct;0;Sunday;Clear;21.388.347;254.102;640.417;18.667.004.000.000.000;2080;4559;6639;weekend;Ideal
654;15/10/2012;Winter;2012;Oct;0;Monday;Misty;23.028.347;269.575;70.75;19.834.478.999.999.900;760;5115;5875;weekdays;Lembab
655;16/10/2012;Winter;2012;Oct;0;Tuesday;Clear;19.201.653;23.042.299.999.999.900;55.833.299.999.999.900;12.208.807;922;6612;7534;weekdays;Ideal
656;17/10/2012;Winter;2012;Oct;0;Wednesday;Clear;18.689.153;225.054;692.917;6.791.857;979;6482;7461;weekdays;Lembab
657;18/10/2012;Winter;2012;Oct;0;Thrusday;Misty;214.225;2.563.125;728.333;15.874.779;1008;6501;7509;weekdays;Lembab
658;19/10/2012;Winter;2012;Oct;0;Friday;Misty;23.096.653;26.894.800.000.000.000;81.5;9.041.917.999.999.990;753;4671;5424;weekdays;Lembab
659;20/10/2012;Winter;2012;Oct;0;Saturday;Clear;19.850.847;236.421;572.917;7.874.979;2806;5284;8090;weekend;Ideal
660;21/10/2012;Winter;2012;Oct;0;Sunday;Clear;19.030.847;2.282.145;51.0;11.125.618.000.000.000;2132;4692;6824;weekend;Ideal
661;22/10/2012;Winter;2012;Oct;0;Monday;Clear;199.875;241.471;56.833.299.999.999.900;54.593.811;830;6228;7058;weekdays;Ideal
662;23/10/2012;Winter;2012;Oct;0;Tuesday;Clear;22.310.847;265.152;6.416.669.999.999.990;63.345.686;841;6625;7466;weekdays;Ideal
663;24/10/2012;Winter;2012;Oct;0;Wednesday;Clear;24.087.500.000.000.000;2.793.605;63.625;48.762.064;795;6898;7693;weekdays;Ideal
664;25/10/2012;Winter;2012;Oct;0;Thrusday;Misty;22.55;264.844;800.417;8.333.125;875;6484;7359;weekdays;Lembab
665;26/10/2012;Winter;2012;Oct;0;Friday;Misty;22.379.153.000.000.000;26.137.500.000.000.000;807.083;8.875.289;1182;6262;7444;weekdays;Lembab
666;27/10/2012;Winter;2012;Oct;0;Saturday;Misty;21.73;25.756.649.999.999.900;72.0;15.791.364.000.000.000;2643;5209;7852;weekend;Lembab
667;28/10/2012;Winter;2012;Oct;0;Sunday;Misty;195.775;2.338.855;694.583;26.666.535.999.999.900;998;3461;4459;weekend;Lembab
668;29/10/2012;Winter;2012;Oct;0;Monday;Light_Rainsnow;18.04;21.97;88.0;239.994;2;20;22;weekdays;Lembab
669;30/10/2012;Winter;2012;Oct;0;Tuesday;Misty;13.045.462;1.549.545;825.455;14.271.603;87;1009;1096;weekdays;Lembab
670;31/10/2012;Winter;2012;Oct;0;Wednesday;Misty;14.657.499.999.999.900;18.055;666.667;11.166.689;419;5147;5566;weekdays;Lembab
671;01/11/2012;Winter;2012;Nov;0;Thrusday;Misty;14.999.153.000.000.000;184.971;58.166.700.000.000.000;10.542.182;466;5520;5986;weekdays;Ideal
672;02/11/2012;Winter;2012;Nov;0;Friday;Clear;14.555;17.802.100.000.000.000;52.208.299.999.999.900;17.833.725;618;5229;5847;weekdays;Ideal
673;03/11/2012;Winter;2012;Nov;0;Saturday;Misty;14.076.653;161.923;49.125;18.125.443;1029;4109;5138;weekend;Ideal
674;04/11/2012;Winter;2012;Nov;0;Sunday;Clear;13.359.153;164.769;532.917;12.000.236;1201;3906;5107;weekend;Ideal
675;05/11/2012;Winter;2012;Nov;0;Monday;Clear;13.085.847;15.403.749.999.999.900;49.416.700.000.000.000;15.833.775.000.000.000;378;4881;5259;weekdays;Ideal
676;06/11/2012;Winter;2012;Nov;0;Tuesday;Clear;11.514.153;1.407.835;567.083;11.625.371;466;5220;5686;weekdays;Ideal
677;07/11/2012;Winter;2012;Nov;0;Wednesday;Misty;12.129.153;1.373.105;54.75;20.375.236;326;4709;5035;weekdays;Ideal
678;08/11/2012;Winter;2012;Nov;0;Thrusday;Clear;14.439.134;1.709.455;333.478;23.304.945;340;4975;5315;weekdays;Kering
679;09/11/2012;Winter;2012;Nov;0;Friday;Clear;14.828.347;1.777.065;540.833;14.375.386;709;5283;5992;weekdays;Ideal
680;10/11/2012;Winter;2012;Nov;0;Saturday;Clear;15.955.846.999.999.900;19.696.849.999.999.900;645.417;38.756.686;2090;4446;6536;weekend;Ideal
681;11/11/2012;Winter;2012;Nov;0;Sunday;Clear;17.254.153.000.000.000;2.108.565;6.591.669.999.999.990;85.425;2290;4562;6852;weekend;Lembab
682;12/11/2012;Winter;2012;Nov;1;Monday;Clear;19.884.999.999.999.900;2.376.915;7.416.669.999.999.990;11.625.639;1097;5172;6269;weekdays;Lembab
683;13/11/2012;Winter;2012;Nov;0;Tuesday;Misty;14.076.653;1.616.125;6.629.169.999.999.990;22.917.082;327;3767;4094;weekdays;Lembab
684;14/11/2012;Winter;2012;Nov;0;Wednesday;Clear;11.855.847;1.407.815;552.083;13.374.875;373;5122;5495;weekdays;Ideal
685;15/11/2012;Winter;2012;Nov;0;Thrusday;Misty;13.188.346.999.999.900;162.246;620.417;10.250.129.000.000.000;320;5125;5445;weekdays;Ideal
686;16/11/2012;Winter;2012;Nov;0;Friday;Clear;14.145;173.602;524.583;11.458.675.000.000.000;484;5214;5698;weekdays;Ideal
687;17/11/2012;Winter;2012;Nov;0;Saturday;Clear;13.325.000.000.000.000;1.631.915;54.541.700.000.000.000;12.041.843;1313;4316;5629;weekend;Ideal
688;18/11/2012;Winter;2012;Nov;0;Sunday;Clear;140.425;168.873;692.917;15.250.004;922;3747;4669;weekend;Lembab
689;19/11/2012;Winter;2012;Nov;0;Monday;Misty;15.614.152.999.999.900;1.878.105;623.333;15.749.489;449;5050;5499;weekdays;Ideal
690;20/11/2012;Winter;2012;Nov;0;Tuesday;Misty;15.340.847.000.000.000;1.903.335;68.5;5.542.575;534;5100;5634;weekdays;Lembab
691;21/11/2012;Winter;2012;Nov;0;Wednesday;Clear;14.486.653;182.446;61.375;6.917.482.000.000.000;615;4531;5146;weekdays;Ideal
692;22/11/2012;Winter;2012;Nov;1;Thrusday;Clear;13.940.000.000.000.000;17.518.549.999.999.900;580.417;35.423.436;955;1470;2425;weekdays;Ideal
693;23/11/2012;Winter;2012;Nov;0;Friday;Clear;15.101.653;1.893.895;56.875;9.917.407;1603;2307;3910;weekdays;Ideal
694;24/11/2012;Winter;2012;Nov;0;Saturday;Clear;11.411.653;124.371;404.583;25.250.357;532;1745;2277;weekend;Kering
695;25/11/2012;Winter;2012;Nov;0;Sunday;Clear;10.079.153;12.879.150.000.000.000;468.333;10.083.499.999.999.900;309;2115;2424;weekend;Ideal
696;26/11/2012;Winter;2012;Nov;0;Monday;Clear;12.846.652.999.999.900;16.950.200.000.000.000;53.541.700.000.000.000;31.255.499.999.999.900;337;4750;5087;weekdays;Ideal
697;27/11/2012;Winter;2012;Nov;0;Tuesday;Misty;11.958.347;140.779;786.667;15.916.654;123;3836;3959;weekdays;Lembab
698;28/11/2012;Winter;2012;Nov;0;Wednesday;Clear;12.163.347;14.488.100.000.000.000;50.625;14.125.007;198;5062;5260;weekdays;Ideal
699;29/11/2012;Winter;2012;Nov;0;Thrusday;Clear;1.151.567;14.921.100.000.000.000;55.565.200.000.000.000;7.739.974;243;5080;5323;weekdays;Ideal
700;30/11/2012;Winter;2012;Nov;0;Friday;Clear;12.231.653.000.000.000;16.193.350.000.000.000;6.495.830.000.000.000;39.175.436;362;5306;5668;weekdays;Ideal
701;01/12/2012;Winter;2012;Dec;0;Saturday;Misty;12.231.653.000.000.000;158.452;806.667;40.001.814;951;4240;5191;weekend;Lembab
702;02/12/2012;Winter;2012;Dec;0;Sunday;Misty;14.247.499.999.999.900;179.604;823.333;8.333.393.000.000.000;892;3757;4649;weekend;Lembab
703;03/12/2012;Winter;2012;Dec;0;Monday;Clear;18.552.500.000.000.000;227.898;76.75;55.422.936;555;5679;6234;weekdays;Lembab
704;04/12/2012;Winter;2012;Dec;0;Tuesday;Clear;19.509.153;234.527;73.375;11.666.643;551;6055;6606;weekdays;Lembab
705;05/12/2012;Winter;2012;Dec;0;Wednesday;Clear;17.971.653;214.006;48.5;21.709.407;331;5398;5729;weekdays;Ideal
706;06/12/2012;Winter;2012;Dec;0;Thrusday;Clear;10.489.152.999.999.900;129.102;50.875;11.708.518;340;5035;5375;weekdays;Ideal
707;07/12/2012;Winter;2012;Dec;0;Friday;Misty;13.154.152.999.999.900;16.097.900.000.000.000;764.167;87.502;349;4659;5008;weekdays;Lembab
708;08/12/2012;Winter;2012;Dec;0;Saturday;Misty;15.648.347;194.754;91.125;6.792.393;1153;4429;5582;weekend;Lembab
709;09/12/2012;Winter;2012;Dec;0;Sunday;Misty;15.750.846.999.999.900;195.073;905.417;10.584.325;441;2787;3228;weekend;Lembab
710;10/12/2012;Winter;2012;Dec;0;Monday;Misty;17.869.153;2.177.875;92.5;12.750.636;329;4841;5170;weekdays;Lembab
711;11/12/2012;Winter;2012;Dec;0;Tuesday;Misty;14.486.653;1.691.815;5.966.669.999.999.990;19.834.478.999.999.900;282;5219;5501;weekdays;Ideal
712;12/12/2012;Winter;2012;Dec;0;Wednesday;Misty;121.975;148.669;53.833.299.999.999.900;10.916.779;310;5009;5319;weekdays;Ideal
713;13/12/2012;Winter;2012;Dec;0;Thrusday;Clear;12.129.153;147.094;485.833;11.666.643;425;5107;5532;weekdays;Ideal
714;14/12/2012;Winter;2012;Dec;0;Friday;Clear;11.548.347;147.096;6.429.169.999.999.990;8.792.343;429;5182;5611;weekdays;Ideal
715;15/12/2012;Winter;2012;Dec;0;Saturday;Clear;13.290.847;1.691.915;650.417;712.545;767;4280;5047;weekend;Lembab
716;16/12/2012;Winter;2012;Dec;0;Sunday;Misty;14.862.499.999.999.900;184.969;83.875;6.749.714;538;3248;3786;weekend;Lembab
717;17/12/2012;Winter;2012;Dec;0;Monday;Misty;16.126.653;20.075.000.000.000.000;907.083;6.583.306.100.000.000;212;4373;4585;weekdays;Lembab
718;18/12/2012;Winter;2012;Dec;0;Tuesday;Clear;16.844.153;20.485.400.000.000.000;66.625;14.834.067.999.999.900;433;5124;5557;weekdays;Lembab
719;19/12/2012;Winter;2012;Dec;0;Wednesday;Clear;136.325;171.081;625.417;12.334.164.000.000.000;333;4934;5267;weekdays;Ideal
720;20/12/2012;Winter;2012;Dec;0;Thrusday;Misty;13.530.000.000.000.000;16.760.849.999.999.900;6.679.169.999.999.990;8.875.021;314;3814;4128;weekdays;Lembab
721;21/12/2012;Spring;2012;Dec;0;Friday;Misty;13.393.346.999.999.900;1.508.835;55.666.700.000.000.000;25.083.661.000.000.000;221;3402;3623;weekdays;Ideal
722;22/12/2012;Spring;2012;Dec;0;Saturday;Clear;10.899.153;1.180.565;44.125;27.292.182;205;1544;1749;weekend;Kering
723;23/12/2012;Spring;2012;Dec;0;Sunday;Clear;10.079.153;1.297.355;515.417;8.916.561;408;1379;1787;weekend;Ideal
